id	name	description	synonyms	compound
85797571	BRD-K78015598-001-01-6		["BRD-K78015598-001-01-6"]	44490945
85797572	BRD-K19189705-001-01-1		["BRD-K19189705-001-01-1"]	44490946
85797575	BRD-K36064145-001-01-3		["BRD-K36064145-001-01-3"]	44490949
85797577	BRD-K06177900-001-01-4		["BRD-K06177900-001-01-4"]	44490951
85797579	BRD-K05877335-001-01-5		["BRD-K05877335-001-01-5"]	44490953
85797582	BRD-K25495404-001-01-8		["BRD-K25495404-001-01-8"]	44490956
85797583	BRD-K10087454-001-01-9		["BRD-K10087454-001-01-9"]	44490957
85797585	BRD-K47690943-001-01-6		["BRD-K47690943-001-01-6"]	44490959
85797587	BRD-K84606053-001-01-2		["BRD-K84606053-001-01-2"]	44490961
85797589	BRD-K61520618-001-01-0		["BRD-K61520618-001-01-0"]	44490963
85797594	BRD-K41129365-001-01-0		["BRD-K41129365-001-01-0"]	44490968
85797620	BRD-K58963469-001-01-7		["BRD-K58963469-001-01-7"]	44490994
85797621	BRD-K09459434-001-01-8		["BRD-K09459434-001-01-8"]	44490995
85797623	BRD-K23503923-001-01-3		["BRD-K23503923-001-01-3"]	44490997
85797626	BRD-K94360146-001-01-3		["BRD-K94360146-001-01-3"]	44491000
85797628	BRD-K17689300-001-01-1		["BRD-K17689300-001-01-1"]	44491002
85797630	BRD-K91885806-001-01-3		["BRD-K91885806-001-01-3"]	44491004
85797633	BRD-K42789863-001-01-7		["BRD-K42789863-001-01-7"]	44491007
85797642	BRD-K25312635-001-01-6		["BRD-K25312635-001-01-6"]	44491016
85797645	BRD-K44946060-001-01-2		["BRD-K44946060-001-01-2"]	44491019
85797650	BRD-K66311249-001-01-6		["BRD-K66311249-001-01-6"]	44491024
85797651	BRD-K60080002-001-01-0		["BRD-K60080002-001-01-0"]	44491025
85797653	BRD-K33734659-001-01-2		["BRD-K33734659-001-01-2"]	44491027
85797655	BRD-K25565604-001-01-6		["BRD-K25565604-001-01-6"]	44491029
85797659	BRD-K46428287-001-01-6		["BRD-K46428287-001-01-6"]	44491032
85797660	BRD-K63093217-001-02-9		["BRD-K63093217-001-02-9"]	44202848
85797669	BRD-K34243619-001-01-2		["BRD-K34243619-001-01-2"]	44491037
85797685	BRD-K81068628-001-02-2		["BRD-K81068628-001-02-2"]	44202599
85797705	BRD-K89257372-001-01-3		["BRD-K89257372-001-01-3"]	44491059
85797713	BRD-K35520972-001-01-3		["BRD-K35520972-001-01-3"]	44491065
85797720	BRD-K19596098-001-01-2		["BRD-K19596098-001-01-2"]	44491071
85797732	BRD-K13068347-001-01-7		["BRD-K13068347-001-01-7"]	44491083
85797737	BRD-K34677894-001-01-7		["BRD-K34677894-001-01-7"]	44491088
85797743	BRD-K06809080-001-01-4		["BRD-K06809080-001-01-4"]	44491094
85797752	BRD-K18067885-001-01-2		["BRD-K18067885-001-01-2"]	44491103
85797759	BRD-K03302289-001-01-2		["BRD-K03302289-001-01-2"]	44491110
85797772	BRD-K11224669-001-01-8		["BRD-K11224669-001-01-8"]	44491123
85797788	BRD-K81904610-001-01-0		["BRD-K81904610-001-01-0"]	44491139
85797797	BRD-K63399564-001-01-1		["BRD-K63399564-001-01-1"]	44491148
85797820	BRD-K63435718-001-01-8		["BRD-K63435718-001-01-8"]	44491171
85797841	BRD-K41132979-001-01-2		["BRD-K41132979-001-01-2"]	44491192
85797844	BRD-K36468214-001-01-2		["BRD-K36468214-001-01-2"]	44202354
85797850	BRD-K01951210-001-01-2		["BRD-K01951210-001-01-2"]	44491199
85797868	BRD-K81554246-001-01-5		["BRD-K81554246-001-01-5"]	44491217
85797874	BRD-K82863660-001-01-6		["BRD-K82863660-001-01-6"]	44491223
85797875	BRD-K25269762-001-01-3		["BRD-K25269762-001-01-3"]	44491224
85797890	BRD-K66032509-001-01-3		["BRD-K66032509-001-01-3"]	44491239
85797895	BRD-K49092745-001-01-3		["BRD-K49092745-001-01-3"]	44491244
85797900	BRD-K73678117-001-01-8		["BRD-K73678117-001-01-8"]	44491248
85797912	BRD-K35780971-001-01-4		["BRD-K35780971-001-01-4"]	44491259
85797913	BRD-K92928918-001-01-5		["BRD-K92928918-001-01-5"]	44491260
85797947	BRD-K25868508-001-01-1		["BRD-K25868508-001-01-1"]	44491293
85797964	BRD-K42804674-001-01-3		["BRD-K42804674-001-01-3"]	44491310
85797978	BRD-K22280519-001-01-9		["BRD-K22280519-001-01-9"]	44491324
85797979	BRD-K80166820-001-01-3		["BRD-K80166820-001-01-3"]	44491325
85797980	BRD-K49635910-001-01-8		["BRD-K49635910-001-01-8"]	44491326
85797988	BRD-K51164721-001-01-3		["BRD-K51164721-001-01-3"]	44491334
85797994	BRD-K39587434-001-01-0		["BRD-K39587434-001-01-0"]	44491340
85797996	BRD-K30802967-001-01-7		["BRD-K30802967-001-01-7"]	44491342
85798000	BRD-K00628863-001-01-7		["BRD-K00628863-001-01-7"]	44491346
85798003	BRD-K64742599-001-01-0		["BRD-K64742599-001-01-0"]	44491349
85798007	BRD-K05411364-001-01-7		["BRD-K05411364-001-01-7"]	44491353
85798009	BRD-K68968009-001-01-1		["BRD-K68968009-001-01-1"]	44202357
85798019	BRD-K82768815-001-01-1		["BRD-K82768815-001-01-1"]	44491364
85798030	BRD-K02471501-001-01-8		["BRD-K02471501-001-01-8"]	44491375
85798033	BRD-K09033315-001-01-5		["BRD-K09033315-001-01-5"]	44491378
85798037	BRD-K10499894-001-01-4		["BRD-K10499894-001-01-4"]	44491382
85798040	BRD-K15814728-001-01-1		["BRD-K15814728-001-01-1"]	44491385
85798045	BRD-K26693319-001-01-1		["BRD-K26693319-001-01-1"]	44491389
85798048	BRD-K79199168-001-01-7		["BRD-K79199168-001-01-7"]	44491392
85798051	BRD-K44510578-001-01-1		["BRD-K44510578-001-01-1"]	44491394
85798055	BRD-K76166595-001-01-2		["BRD-K76166595-001-01-2"]	44491398
85798061	BRD-K00270349-001-01-2		["BRD-K00270349-001-01-2"]	44491404
85798066	BRD-K82666260-001-01-7		["BRD-K82666260-001-01-7"]	44491409
85798073	BRD-K76150323-001-01-5		["BRD-K76150323-001-01-5"]	44491416
85798074	BRD-K92059157-001-01-9		["BRD-K92059157-001-01-9"]	44491417
85798075	BRD-K23316938-001-01-3		["BRD-K23316938-001-01-3"]	44491418
85798076	BRD-K53624506-001-01-5		["BRD-K53624506-001-01-5"]	44491419
85798078	BRD-K15960830-001-01-7		["BRD-K15960830-001-01-7"]	44491421
85798088	BRD-K88964321-001-01-7		["BRD-K88964321-001-01-7"]	44491431
85798089	BRD-K73092207-001-01-3		["BRD-K73092207-001-01-3"]	44491432
85798097	BRD-K07300437-001-01-3		["BRD-K07300437-001-01-3"]	44202435
85798099	BRD-K10343715-001-01-1		["BRD-K10343715-001-01-1"]	44491440
85798104	BRD-K97399889-001-01-9		["BRD-K97399889-001-01-9"]	44491445
85798106	BRD-K62771544-001-01-7		["BRD-K62771544-001-01-7"]	44491447
85798109	BRD-K00913793-001-01-8		["BRD-K00913793-001-01-8"]	44491450
85798115	BRD-K72801689-001-01-5		["BRD-K72801689-001-01-5"]	44491456
85798116	BRD-K64249376-001-01-5		["BRD-K64249376-001-01-5"]	44491457
85798117	BRD-K33394674-001-01-6		["BRD-K33394674-001-01-6"]	44491458
85798118	BRD-K71283713-001-01-7		["BRD-K71283713-001-01-7"]	44491459
85798121	BRD-K83872468-001-01-0		["BRD-K83872468-001-01-0"]	44491462
85798122	BRD-K48241951-001-01-6		["BRD-K48241951-001-01-6"]	44491463
85798123	BRD-K22177912-001-01-0		["BRD-K22177912-001-01-0"]	44491464
85798124	BRD-K89637567-001-01-1		["BRD-K89637567-001-01-1"]	44491465
85798126	BRD-K24053449-001-01-3		["BRD-K24053449-001-01-3"]	44491467
85798127	BRD-K39710695-001-01-2		["BRD-K39710695-001-01-2"]	44491468
85798129	BRD-K41763112-001-01-2		["BRD-K41763112-001-01-2"]	44491470
85798131	BRD-K34542210-001-01-0		["BRD-K34542210-001-01-0"]	44491472
85798132	BRD-K79459005-001-01-2		["BRD-K79459005-001-01-2"]	44491473
85798135	BRD-K09919985-001-01-4		["BRD-K09919985-001-01-4"]	44491476
85798136	BRD-K78099132-001-01-3		["BRD-K78099132-001-01-3"]	44491477
85798137	BRD-K03070790-001-01-7		["BRD-K03070790-001-01-7"]	44491478
85798138	BRD-K97869597-001-01-4		["BRD-K97869597-001-01-4"]	44491479
85798139	BRD-K15739647-001-01-8		["BRD-K15739647-001-01-8"]	44491480
85798143	BRD-K51641263-001-01-4		["BRD-K51641263-001-01-4"]	44491484
85798146	BRD-K91850687-001-01-1		["BRD-K91850687-001-01-1"]	44491487
85798147	BRD-K89632963-001-01-2		["BRD-K89632963-001-01-2"]	44491488
85798149	BRD-K47808476-001-01-9		["BRD-K47808476-001-01-9"]	44491490
85798150	BRD-K81514393-001-01-0		["BRD-K81514393-001-01-0"]	44491491
85798151	BRD-K43901257-001-01-1		["BRD-K43901257-001-01-1"]	44491492
85798153	BRD-K84109969-001-01-0		["BRD-K84109969-001-01-0"]	44491494
85798154	BRD-K83509924-001-01-6		["BRD-K83509924-001-01-6"]	44491495
85798156	BRD-K90020478-001-01-5		["BRD-K90020478-001-01-5"]	44491497
85798158	BRD-K10148216-001-01-8		["BRD-K10148216-001-01-8"]	44491499
85798159	BRD-K29560103-001-01-9		["BRD-K29560103-001-01-9"]	44491500
85798161	BRD-K76389813-001-01-6		["BRD-K76389813-001-01-6"]	44491502
85798162	BRD-K54285697-001-01-3		["BRD-K54285697-001-01-3"]	44491503
85798165	BRD-K61855818-001-01-8		["BRD-K61855818-001-01-8"]	44491506
85798167	BRD-K35383890-001-01-5		["BRD-K35383890-001-01-5"]	44491508
85798168	BRD-K57443339-001-01-9		["BRD-K57443339-001-01-9"]	44491509
85798169	BRD-K94480039-001-01-9		["BRD-K94480039-001-01-9"]	44491510
85798171	BRD-K73841784-001-01-4		["BRD-K73841784-001-01-4"]	44491512
85798173	BRD-K18409585-001-01-9		["BRD-K18409585-001-01-9"]	44491514
85798175	BRD-K90816807-001-01-8		["BRD-K90816807-001-01-8"]	44491516
85798178	BRD-K89040924-001-01-6		["BRD-K89040924-001-01-6"]	44491519
85798180	BRD-K52838863-001-01-9		["BRD-K52838863-001-01-9"]	44491521
85798181	BRD-K95425654-001-01-7		["BRD-K95425654-001-01-7"]	44491522
85798183	BRD-K35347834-001-01-9		["BRD-K35347834-001-01-9"]	44491524
85798184	BRD-K54362440-001-01-0		["BRD-K54362440-001-01-0"]	44491525
85798191	BRD-K86293440-001-01-9		["BRD-K86293440-001-01-9"]	44491532
85798198	BRD-K39020351-001-01-1		["BRD-K39020351-001-01-1"]	44491539
85798199	BRD-K35892797-001-01-9		["BRD-K35892797-001-01-9"]	44491540
85798200	BRD-K00384875-001-01-3		["BRD-K00384875-001-01-3"]	44491541
85798201	BRD-K86925685-001-01-0		["BRD-K86925685-001-01-0"]	44491542
85798202	BRD-K66199755-001-01-1		["BRD-K66199755-001-01-1"]	44491543
85798206	BRD-K00323141-001-01-9		["BRD-K00323141-001-01-9"]	44491547
85798212	BRD-K61555339-001-01-4		["BRD-K61555339-001-01-4"]	44491553
85798225	BRD-K09842906-001-01-4		["BRD-K09842906-001-01-4"]	44491566
85798227	BRD-K93675803-001-01-9		["BRD-K93675803-001-01-9"]	44491568
85798230	BRD-K16966765-001-01-2		["BRD-K16966765-001-01-2"]	44491571
85798231	BRD-K87268607-001-01-9		["BRD-K87268607-001-01-9"]	44491572
85798233	BRD-K91952416-001-02-1		["BRD-K91952416-001-02-1"]	44202335
85798253	BRD-K94862255-001-01-5		["BRD-K94862255-001-01-5"]	44491586
85798258	BRD-K77644833-001-01-9		["BRD-K77644833-001-01-9"]	44491589
85798261	BRD-K72314068-001-01-0		["BRD-K72314068-001-01-0"]	44491591
85798277	BRD-K37733161-001-01-1		["BRD-K37733161-001-01-1"]	44491604
85798281	BRD-K95729740-001-01-8		["BRD-K95729740-001-01-8"]	44491608
85798287	BRD-K70901996-001-01-3		["BRD-K70901996-001-01-3"]	44491614
85798288	BRD-K49460772-001-01-8		["BRD-K49460772-001-01-8"]	44491615
85798290	BRD-K22683888-001-01-7		["BRD-K22683888-001-01-7"]	44491617
85798312	BRD-K89941546-001-01-3		["BRD-K89941546-001-01-3"]	44491639
85798317	BRD-K00950228-001-01-5		["BRD-K00950228-001-01-5"]	44491644
85798322	BRD-K47049026-001-01-5		["BRD-K47049026-001-01-5"]	44491649
85798325	BRD-K53993775-001-01-8		["BRD-K53993775-001-01-8"]	44491652
85798331	BRD-K43798660-001-01-2		["BRD-K43798660-001-01-2"]	44491658
85798332	BRD-K98320707-001-01-4		["BRD-K98320707-001-01-4"]	44491659
85798335	BRD-K99597257-001-01-0		["BRD-K99597257-001-01-0"]	44491662
85798342	BRD-K52259096-001-01-7		["BRD-K52259096-001-01-7"]	44491668
85798344	BRD-K18370413-001-01-1		["BRD-K18370413-001-01-1"]	44491670
85798346	BRD-K91416305-001-01-3		["BRD-K91416305-001-01-3"]	44491672
85798358	BRD-K91866516-001-01-4		["BRD-K91866516-001-01-4"]	44491683
85798366	BRD-K66577743-001-01-3		["BRD-K66577743-001-01-3"]	44491690
85798387	BRD-K73205140-001-01-1		["BRD-K73205140-001-01-1"]	44491711
85798391	BRD-K95365728-001-01-7		["BRD-K95365728-001-01-7"]	44491715
85798392	BRD-K74811560-001-01-6		["BRD-K74811560-001-01-6"]	44491716
85798393	BRD-K18976419-001-01-9		["BRD-K18976419-001-01-9"]	44491717
85798395	BRD-K68305833-001-01-8		["BRD-K68305833-001-01-8"]	44491719
85798396	BRD-K89232006-001-01-0		["BRD-K89232006-001-01-0"]	44491720
85798404	BRD-K83845379-001-01-4		["BRD-K83845379-001-01-4"]	44491728
85798410	BRD-K51525251-001-01-3		["BRD-K51525251-001-01-3"]	44491734
85798412	BRD-K50177987-001-01-5		["BRD-K50177987-001-01-5"]	44491736
85798413	BRD-K81141085-001-01-5		["BRD-K81141085-001-01-5"]	44491737
85798415	BRD-K46739745-001-01-2		["BRD-K46739745-001-01-2"]	44491739
85798418	BRD-K19103580-001-01-2		["BRD-K19103580-001-01-2"]	44491742
85798422	BRD-K23593468-001-01-5		["BRD-K23593468-001-01-5"]	44491746
85798430	BRD-K00970182-001-01-7		["BRD-K00970182-001-01-7"]	44491754
85798433	BRD-K11874023-001-01-1		["BRD-K11874023-001-01-1"]	44491757
85798434	BRD-K77425312-001-01-3		["BRD-K77425312-001-01-3"]	44491758
85798450	BRD-K01286616-001-01-3		["BRD-K01286616-001-01-3"]	44491773
85798453	BRD-K71498541-001-01-9		["BRD-K71498541-001-01-9"]	44491776
85798455	BRD-K15998522-001-01-0		["BRD-K15998522-001-01-0"]	44491778
85798472	BRD-K73528610-001-01-7		["BRD-K73528610-001-01-7"]	44491795
85798474	BRD-K71247208-001-01-4		["BRD-K71247208-001-01-4"]	44491797
85798477	BRD-K64859133-001-01-5		["BRD-K64859133-001-01-5"]	44491800
85798499	BRD-K23075656-001-01-5		["BRD-K23075656-001-01-5"]	44491822
85798500	BRD-K23762204-001-01-5		["BRD-K23762204-001-01-5"]	44491823
85798502	BRD-K39419290-001-01-9		["BRD-K39419290-001-01-9"]	44491825
85798503	BRD-K31336762-001-01-2		["BRD-K31336762-001-01-2"]	44491826
85798513	BRD-K33495825-001-01-9		["BRD-K33495825-001-01-9"]	44491836
85798518	BRD-K44950949-001-01-1		["BRD-K44950949-001-01-1"]	44491841
85798529	BRD-K68689263-001-01-4		["BRD-K68689263-001-01-4"]	44491852
85798540	BRD-K56126872-001-01-4		["BRD-K56126872-001-01-4"]	44491863
85798545	BRD-K69840402-001-01-4		["BRD-K69840402-001-01-4"]	44491868
85798547	BRD-K82107433-001-01-4		["BRD-K82107433-001-01-4"]	44491870
85798565	BRD-K89696951-001-01-1		["BRD-K89696951-001-01-1"]	44491888
85798566	BRD-K33016067-001-01-0		["BRD-K33016067-001-01-0"]	44491889
85798572	BRD-K38858314-001-01-1		["BRD-K38858314-001-01-1"]	44491895
85798574	BRD-K47275094-001-01-3		["BRD-K47275094-001-01-3"]	44491897
85798575	BRD-K86722849-001-01-4		["BRD-K86722849-001-01-4"]	44491898
85798576	BRD-K04695623-001-01-3		["BRD-K04695623-001-01-3"]	44491899
85798580	BRD-K32537206-001-01-8		["BRD-K32537206-001-01-8"]	44491903
85798584	BRD-K95153342-001-01-3		["BRD-K95153342-001-01-3"]	44491907
85798585	BRD-K99050286-001-01-5		["BRD-K99050286-001-01-5"]	44491908
85798586	BRD-K50112803-001-01-4		["BRD-K50112803-001-01-4"]	44491909
85798599	BRD-K96933023-001-01-3		["BRD-K96933023-001-01-3"]	44491922
85798602	BRD-K99116119-001-01-7		["BRD-K99116119-001-01-7"]	44491925
85798606	BRD-K05128360-001-01-1		["BRD-K05128360-001-01-1"]	44491929
85798609	BRD-K54112192-001-01-9		["BRD-K54112192-001-01-9"]	44491932
85798613	BRD-K17169073-001-01-9		["BRD-K17169073-001-01-9"]	44491936
85798614	BRD-K24109044-001-01-2		["BRD-K24109044-001-01-2"]	44491937
85798615	BRD-K12683703-001-01-2		["BRD-K12683703-001-01-2"]	44491938
85798616	BRD-K26992703-001-01-1		["BRD-K26992703-001-01-1"]	44491939
85798622	BRD-K33606137-001-01-4		["BRD-K33606137-001-01-4"]	44491945
85798630	BRD-K33116223-001-01-9		["BRD-K33116223-001-01-9"]	44491953
85798633	BRD-K46911271-001-01-9		["BRD-K46911271-001-01-9"]	44491956
85798634	BRD-K28154645-001-01-7		["BRD-K28154645-001-01-7"]	44491957
85798636	BRD-K46820725-001-01-4		["BRD-K46820725-001-01-4"]	44491959
85798638	BRD-K62351887-001-01-3		["BRD-K62351887-001-01-3"]	44491961
85798639	BRD-K11804865-001-01-9		["BRD-K11804865-001-01-9"]	44491962
85798648	BRD-K31870622-001-01-0		["BRD-K31870622-001-01-0"]	44491971
85798651	BRD-K00835201-001-01-9		["BRD-K00835201-001-01-9"]	44491974
85798655	BRD-K05090634-001-01-3		["BRD-K05090634-001-01-3"]	44491978
85798656	BRD-K29648963-001-01-1		["BRD-K29648963-001-01-1"]	44491979
85798658	BRD-K11105500-001-01-2		["BRD-K11105500-001-01-2"]	44491981
85798661	BRD-K62193937-001-01-9		["BRD-K62193937-001-01-9"]	44202950
85798663	BRD-K24045217-001-01-9		["BRD-K24045217-001-01-9"]	44491985
85798672	BRD-K31577322-001-01-4		["BRD-K31577322-001-01-4"]	44491994
85798674	BRD-K31013025-001-01-0		["BRD-K31013025-001-01-0"]	44491996
85798685	BRD-K67586245-001-01-6		["BRD-K67586245-001-01-6"]	44492007
85798689	BRD-K57115335-001-01-7		["BRD-K57115335-001-01-7"]	44492011
85798697	BRD-K07388954-001-01-1		["BRD-K07388954-001-01-1"]	44492019
85798707	BRD-K19474742-001-01-2		["BRD-K19474742-001-01-2"]	44492029
85798718	BRD-K30038014-001-01-1		["BRD-K30038014-001-01-1"]	44492040
85798724	BRD-K06759695-001-01-8		["BRD-K06759695-001-01-8"]	44492046
85798729	BRD-K17663841-001-01-2		["BRD-K17663841-001-01-2"]	44492051
85798731	BRD-K75580081-001-01-6		["BRD-K75580081-001-01-6"]	44492053
85798733	BRD-K37306329-001-01-5		["BRD-K37306329-001-01-5"]	44492055
85798735	BRD-K02291788-001-01-4		["BRD-K02291788-001-01-4"]	44492057
85798738	BRD-K04611090-001-01-4		["BRD-K04611090-001-01-4"]	44492060
85798740	BRD-K48222931-001-01-1		["BRD-K48222931-001-01-1"]	44492062
85798742	BRD-K73831546-001-01-4		["BRD-K73831546-001-01-4"]	44492064
85798743	BRD-K32787834-001-01-9		["BRD-K32787834-001-01-9"]	44492065
85798744	BRD-K10144853-001-01-5		["BRD-K10144853-001-01-5"]	44492066
85798745	BRD-K36048022-001-01-4		["BRD-K36048022-001-01-4"]	44492067
85798747	BRD-K10143126-001-01-8		["BRD-K10143126-001-01-8"]	44492069
85798749	BRD-K76115264-001-01-9		["BRD-K76115264-001-01-9"]	44492071
85798750	BRD-K31796953-001-01-6		["BRD-K31796953-001-01-6"]	44492072
85798752	BRD-K11057086-001-01-7		["BRD-K11057086-001-01-7"]	44492074
85798753	BRD-K77743611-001-01-7		["BRD-K77743611-001-01-7"]	44492075
85798755	BRD-K76437403-001-01-9		["BRD-K76437403-001-01-9"]	44492077
85798756	BRD-K03911650-001-01-1		["BRD-K03911650-001-01-1"]	44492078
85798758	BRD-K82777549-001-01-5		["BRD-K82777549-001-01-5"]	44492080
85798759	BRD-K40061857-001-01-1		["BRD-K40061857-001-01-1"]	44492081
85798761	BRD-K13969067-001-01-4		["BRD-K13969067-001-01-4"]	44492083
85798766	BRD-K05415698-001-01-5		["BRD-K05415698-001-01-5"]	44492088
85798768	BRD-K09824708-001-01-2		["BRD-K09824708-001-01-2"]	44492090
85798769	BRD-K03376048-001-01-8		["BRD-K03376048-001-01-8"]	44492091
85798776	BRD-K16118047-001-01-0		["BRD-K16118047-001-01-0"]	44492098
85798778	BRD-K31602464-001-01-8		["BRD-K31602464-001-01-8"]	44492100
85798779	BRD-K60996261-001-01-3		["BRD-K60996261-001-01-3"]	44492101
85798781	BRD-K18337230-001-01-1		["BRD-K18337230-001-01-1"]	44492103
85798783	BRD-K74522958-001-01-9		["BRD-K74522958-001-01-9"]	44492105
85798784	BRD-K75453159-001-01-3		["BRD-K75453159-001-01-3"]	44492106
85798787	BRD-K31830662-001-01-5		["BRD-K31830662-001-01-5"]	44492109
85798789	BRD-K78306305-001-01-3		["BRD-K78306305-001-01-3"]	44492111
85798793	BRD-K18245187-001-01-9		["BRD-K18245187-001-01-9"]	44492115
85798794	BRD-K04617562-001-01-0		["BRD-K04617562-001-01-0"]	44492116
85798795	BRD-K58077750-001-01-4		["BRD-K58077750-001-01-4"]	44492117
85798802	BRD-K95672449-001-01-4		["BRD-K95672449-001-01-4"]	44492124
85798808	BRD-K45315294-001-01-7		["BRD-K45315294-001-01-7"]	44492130
85798818	BRD-K99074976-001-01-0		["BRD-K99074976-001-01-0"]	44492140
85798823	BRD-K71563254-001-01-7		["BRD-K71563254-001-01-7"]	44492144
85798825	BRD-K53548223-001-01-8		["BRD-K53548223-001-01-8"]	44492146
85798832	BRD-K10704442-001-01-4		["BRD-K10704442-001-01-4"]	44492151
85798833	BRD-K93086630-001-01-8		["BRD-K93086630-001-01-8"]	44492152
85798834	BRD-K92356128-001-01-5		["BRD-K92356128-001-01-5"]	44492153
85798837	BRD-K93774845-001-01-0		["BRD-K93774845-001-01-0"]	44492156
85798838	BRD-K72960152-001-02-5		["BRD-K72960152-001-02-5"]	44492157
85798843	BRD-K70851916-001-02-5		["BRD-K70851916-001-02-5"]	44492162
85798876	BRD-K34230554-001-01-6		["BRD-K34230554-001-01-6"]	44492192
85798882	BRD-K11672064-001-01-9		["BRD-K11672064-001-01-9"]	44492198
85798885	BRD-K16727544-001-01-6		["BRD-K16727544-001-01-6"]	44492201
85798888	BRD-K32759631-001-01-3		["BRD-K32759631-001-01-3"]	44492204
85798897	BRD-K01225799-001-01-0		["BRD-K01225799-001-01-0"]	44492213
85798900	BRD-K97233756-001-01-0		["BRD-K97233756-001-01-0"]	44492216
85798902	BRD-K78687850-001-01-5		["BRD-K78687850-001-01-5"]	44492218
85798910	BRD-K55316222-001-01-9		["BRD-K55316222-001-01-9"]	44492226
85798911	BRD-K80575072-001-01-0		["BRD-K80575072-001-01-0"]	44492227
85798912	BRD-K21215763-001-01-9		["BRD-K21215763-001-01-9"]	44492228
85798913	BRD-K70284064-001-01-1		["BRD-K70284064-001-01-1"]	44492229
85798922	BRD-K73775927-001-01-2		["BRD-K73775927-001-01-2"]	44492238
85798928	BRD-K85367959-001-01-5		["BRD-K85367959-001-01-5"]	44492244
85798935	BRD-K05584347-001-01-3		["BRD-K05584347-001-01-3"]	44492251
85798949	BRD-K38659247-001-01-5		["BRD-K38659247-001-01-5"]	44492265
85798957	BRD-K83525166-001-01-9		["BRD-K83525166-001-01-9"]	44492273
85798958	BRD-K09540583-001-01-4		["BRD-K09540583-001-01-4"]	44492274
85798974	BRD-K44062658-001-01-6		["BRD-K44062658-001-01-6"]	44492290
85798975	BRD-K31010207-001-01-6		["BRD-K31010207-001-01-6"]	44492291
85798983	BRD-K33497830-001-01-8		["BRD-K33497830-001-01-8"]	44492299
85798992	BRD-K15507118-001-01-9		["BRD-K15507118-001-01-9"]	44492308
85798995	BRD-K73834056-001-01-0		["BRD-K73834056-001-01-0"]	44492311
85798999	BRD-K14375485-001-01-7		["BRD-K14375485-001-01-7"]	44492315
85799005	BRD-K64751695-001-01-4		["BRD-K64751695-001-01-4"]	44492321
85799010	BRD-K95193599-001-01-9		["BRD-K95193599-001-01-9"]	44492326
85799013	BRD-K12613826-001-01-1		["BRD-K12613826-001-01-1"]	44492329
85799014	BRD-K66295580-001-01-8		["BRD-K66295580-001-01-8"]	44492330
85799031	BRD-K21044621-001-01-5		["BRD-K21044621-001-01-5"]	44492347
85799038	BRD-K31820800-001-01-9		["BRD-K31820800-001-01-9"]	44492353
85799060	BRD-K90999585-001-01-0		["BRD-K90999585-001-01-0"]	44492375
85799066	BRD-K93508241-001-01-2		["BRD-K93508241-001-01-2"]	44492381
85799068	BRD-K64099269-001-01-4		["BRD-K64099269-001-01-4"]	44492383
85799079	BRD-K68617666-001-01-8		["BRD-K68617666-001-01-8"]	44492393
85799083	BRD-K23564441-001-01-8		["BRD-K23564441-001-01-8"]	44492397
85799096	BRD-K97741413-001-01-7		["BRD-K97741413-001-01-7"]	44492407
85799114	BRD-K56424158-001-01-8		["BRD-K56424158-001-01-8"]	44492421
85799128	BRD-K36149853-001-01-4		["BRD-K36149853-001-01-4"]	44492433
85799131	BRD-K60558601-001-01-0		["BRD-K60558601-001-01-0"]	44492436
85799135	BRD-K83929831-001-01-8		["BRD-K83929831-001-01-8"]	44492440
85799136	BRD-K87191742-001-01-9		["BRD-K87191742-001-01-9"]	44492441
85799147	BRD-K30704475-001-01-0		["BRD-K30704475-001-01-0"]	44492451
85799148	BRD-K27680690-001-01-6		["BRD-K27680690-001-01-6"]	44492452
85799159	BRD-K68437527-001-01-0		["BRD-K68437527-001-01-0"]	44492462
85799163	BRD-K44498686-001-01-8		["BRD-K44498686-001-01-8"]	44492466
85799181	BRD-K00265832-001-01-6		["BRD-K00265832-001-01-6"]	44492482
85799189	BRD-K38468651-001-01-0		["BRD-K38468651-001-01-0"]	44492490
85799201	BRD-K78559095-001-01-1		["BRD-K78559095-001-01-1"]	44492502
85799207	BRD-K04980212-001-01-6		["BRD-K04980212-001-01-6"]	44492508
85799208	BRD-K99303177-001-01-0		["BRD-K99303177-001-01-0"]	44492509
85799223	BRD-K96611781-001-01-7		["BRD-K96611781-001-01-7"]	44492524
85799227	BRD-K37741838-001-01-7		["BRD-K37741838-001-01-7"]	44492528
85799229	BRD-K52111234-001-01-3		["BRD-K52111234-001-01-3"]	44492530
85799230	BRD-K20661169-001-01-5		["BRD-K20661169-001-01-5"]	44492531
85799235	BRD-K01995700-001-01-6		["BRD-K01995700-001-01-6"]	44492536
85799236	BRD-K52223190-001-01-8		["BRD-K52223190-001-01-8"]	44492537
85799241	BRD-K86409742-001-01-6		["BRD-K86409742-001-01-6"]	44492542
85799242	BRD-K06002536-001-01-6		["BRD-K06002536-001-01-6"]	44492543
85799245	BRD-K31748787-001-01-9		["BRD-K31748787-001-01-9"]	44492546
85799267	BRD-K96623405-001-01-8		["BRD-K96623405-001-01-8"]	44492568
85799269	BRD-K30117087-001-01-5		["BRD-K30117087-001-01-5"]	44492570
85799273	BRD-K89923892-001-01-1		["BRD-K89923892-001-01-1"]	44492574
85799280	BRD-K87400432-001-01-9		["BRD-K87400432-001-01-9"]	44492581
