id	name	description	synonyms	compound
131429258	BRD-K05253426-001-01-9		["BRD-K05253426-001-01-9"]	54633008
131429259	BRD-K83783925-001-01-6		["BRD-K83783925-001-01-6"]	54633009
131429260	BRD-K99521908-001-01-3		["BRD-K99521908-001-01-3"]	54633010
131429261	BRD-K09711841-001-01-9		["BRD-K09711841-001-01-9"]	54633011
131429262	BRD-K09560946-001-01-4		["BRD-K09560946-001-01-4"]	54633012
131429263	BRD-K42754852-001-01-4		["BRD-K42754852-001-01-4"]	54633013
131429264	BRD-K62620616-001-01-9		["BRD-K62620616-001-01-9"]	54633014
131429265	BRD-K57972271-001-01-7		["BRD-K57972271-001-01-7"]	54633015
131429266	BRD-K68562280-001-01-2		["BRD-K68562280-001-01-2"]	54633016
131429267	BRD-K93457574-001-01-9		["BRD-K93457574-001-01-9"]	54633017
131429268	BRD-K66479240-001-01-0		["BRD-K66479240-001-01-0"]	54633018
131429269	BRD-K93846199-001-01-8		["BRD-K93846199-001-01-8"]	54633019
131429270	BRD-K40011635-001-01-5		["BRD-K40011635-001-01-5"]	54633020
131429271	BRD-K70895130-001-01-4		["BRD-K70895130-001-01-4"]	54633021
131429272	BRD-K08409548-001-01-7		["BRD-K08409548-001-01-7"]	54633022
131429273	BRD-K66700691-001-01-3		["BRD-K66700691-001-01-3"]	54633023
131429274	BRD-K74056311-001-01-0		["BRD-K74056311-001-01-0"]	54633024
131429275	BRD-K05335635-001-01-1		["BRD-K05335635-001-01-1"]	54633025
131429276	BRD-K94344573-001-01-9		["BRD-K94344573-001-01-9"]	54633026
131429277	BRD-K44141416-001-01-1		["BRD-K44141416-001-01-1"]	54633027
131429278	BRD-K50710722-001-01-3		["BRD-K50710722-001-01-3"]	54633028
131429280	BRD-K04969760-001-01-5		["BRD-K04969760-001-01-5"]	54633030
131429281	BRD-K11925125-001-01-8		["BRD-K11925125-001-01-8"]	54633031
131429282	BRD-K74540252-001-01-4		["BRD-K74540252-001-01-4"]	54633032
131429283	BRD-K27991961-001-01-9		["BRD-K27991961-001-01-9"]	54633033
131429284	BRD-K62692910-001-01-1		["BRD-K62692910-001-01-1"]	54633034
131429285	BRD-K36539857-001-01-2		["BRD-K36539857-001-01-2"]	54633035
131429286	BRD-K02353863-001-01-0		["BRD-K02353863-001-01-0"]	54633036
131429287	BRD-K47228832-001-01-9		["BRD-K47228832-001-01-9"]	54633037
131429288	BRD-K05509844-001-01-8		["BRD-K05509844-001-01-8"]	54633038
131429289	BRD-K37271110-001-01-4		["BRD-K37271110-001-01-4"]	54633039
131429290	BRD-K32071534-001-01-1		["BRD-K32071534-001-01-1"]	54633040
131429291	BRD-K56987307-001-01-4		["BRD-K56987307-001-01-4"]	54633041
131429292	BRD-K26435104-001-01-6		["BRD-K26435104-001-01-6"]	54633042
131429293	BRD-K30264389-001-01-0		["BRD-K30264389-001-01-0"]	54633043
131429294	BRD-K92736140-001-01-2		["BRD-K92736140-001-01-2"]	54633044
131429295	BRD-K33997327-001-01-7		["BRD-K33997327-001-01-7"]	54633045
131429296	BRD-K24170552-001-01-8		["BRD-K24170552-001-01-8"]	54633046
131429297	BRD-K60166659-001-01-3		["BRD-K60166659-001-01-3"]	54633047
131429298	BRD-K20073772-001-01-2		["BRD-K20073772-001-01-2"]	54633048
131429299	BRD-K66511507-001-01-8		["BRD-K66511507-001-01-8"]	54633049
131429300	BRD-K87889654-001-01-4		["BRD-K87889654-001-01-4"]	54633050
131429301	BRD-K25559116-001-01-0		["BRD-K25559116-001-01-0"]	54633051
131429302	BRD-K99077411-001-01-6		["BRD-K99077411-001-01-6"]	54633052
131429303	BRD-K15028515-001-01-5		["BRD-K15028515-001-01-5"]	54633053
131429304	BRD-K58614056-001-01-5		["BRD-K58614056-001-01-5"]	54633054
131429305	BRD-K45612428-001-01-6		["BRD-K45612428-001-01-6"]	54633055
131429306	BRD-K78818514-001-01-4		["BRD-K78818514-001-01-4"]	54633056
131429307	BRD-K81281620-001-01-1		["BRD-K81281620-001-01-1"]	54633057
131429308	BRD-K68939871-001-01-7		["BRD-K68939871-001-01-7"]	54633058
131429309	BRD-K13110695-001-01-5		["BRD-K13110695-001-01-5"]	54633059
131429310	BRD-K14070721-001-01-8		["BRD-K14070721-001-01-8"]	54633060
131429311	BRD-K16079077-001-01-7		["BRD-K16079077-001-01-7"]	54633061
131429312	BRD-K26863838-001-01-2		["BRD-K26863838-001-01-2"]	54633062
131429313	BRD-K98961458-001-01-6		["BRD-K98961458-001-01-6"]	54633063
131429314	BRD-K64836560-001-01-5		["BRD-K64836560-001-01-5"]	54633064
131429315	BRD-K51295743-001-01-9		["BRD-K51295743-001-01-9"]	54633065
131429316	BRD-K50177754-001-01-6		["BRD-K50177754-001-01-6"]	54633066
131429317	BRD-K01716842-001-01-5		["BRD-K01716842-001-01-5"]	54633067
131429318	BRD-K95153427-001-01-1		["BRD-K95153427-001-01-1"]	54633068
131429319	BRD-K07009788-001-01-5		["BRD-K07009788-001-01-5"]	54633069
131429320	BRD-K49721311-001-01-1		["BRD-K49721311-001-01-1"]	54633070
131429321	BRD-K31490008-001-01-1		["BRD-K31490008-001-01-1"]	54633071
131429322	BRD-K79318338-001-01-8		["BRD-K79318338-001-01-8"]	54633072
131429323	BRD-K47200630-001-01-2		["BRD-K47200630-001-01-2"]	54633073
131429324	BRD-K03090859-001-01-3		["BRD-K03090859-001-01-3"]	54633074
131429325	BRD-K25103635-001-01-9		["BRD-K25103635-001-01-9"]	54633075
131429326	BRD-K18930370-001-01-3		["BRD-K18930370-001-01-3"]	54633076
131429327	BRD-K74855272-001-01-2		["BRD-K74855272-001-01-2"]	54633077
131429328	BRD-K82927098-001-01-1		["BRD-K82927098-001-01-1"]	54633078
131429329	BRD-K76713298-001-01-1		["BRD-K76713298-001-01-1"]	54633079
131429330	BRD-K72379955-001-01-9		["BRD-K72379955-001-01-9"]	54633080
131429331	BRD-K91818277-001-01-4		["BRD-K91818277-001-01-4"]	54633081
131429332	BRD-K73497584-001-01-7		["BRD-K73497584-001-01-7"]	54633082
131429333	BRD-K92144896-001-01-5		["BRD-K92144896-001-01-5"]	54633083
131429334	BRD-K34343777-001-01-8		["BRD-K34343777-001-01-8"]	54633084
131429335	BRD-K91564773-001-01-3		["BRD-K91564773-001-01-3"]	54633085
131429337	BRD-K25176380-001-01-2		["BRD-K25176380-001-01-2"]	54633087
131429338	BRD-K94277689-001-01-2		["BRD-K94277689-001-01-2"]	54633088
131429339	BRD-K01762107-001-01-9		["BRD-K01762107-001-01-9"]	54633089
131429340	BRD-K97445906-001-01-9		["BRD-K97445906-001-01-9"]	54633090
131429341	BRD-K79355381-001-01-6		["BRD-K79355381-001-01-6"]	54633091
131429342	BRD-K69248736-001-01-7		["BRD-K69248736-001-01-7"]	54633092
131429343	BRD-K63573625-001-01-8		["BRD-K63573625-001-01-8"]	54633093
131429344	BRD-K70315531-001-01-8		["BRD-K70315531-001-01-8"]	54633094
131429345	BRD-K50271780-001-01-5		["BRD-K50271780-001-01-5"]	54633095
131429346	BRD-K99000702-001-01-6		["BRD-K99000702-001-01-6"]	54633096
131429347	BRD-K12665145-001-01-5		["BRD-K12665145-001-01-5"]	54633097
131429348	BRD-K15615178-001-01-7		["BRD-K15615178-001-01-7"]	54633098
131429349	BRD-K73460574-001-01-7		["BRD-K73460574-001-01-7"]	54633099
131429350	BRD-K77150932-001-01-7		["BRD-K77150932-001-01-7"]	54633100
131429351	BRD-K99412981-001-01-5		["BRD-K99412981-001-01-5"]	54633101
131429352	BRD-K57732605-001-01-2		["BRD-K57732605-001-01-2"]	54633102
131429353	BRD-K89760040-001-01-8		["BRD-K89760040-001-01-8"]	54633103
131429354	BRD-K12396271-001-01-3		["BRD-K12396271-001-01-3"]	54633104
131429355	BRD-K53768630-001-01-9		["BRD-K53768630-001-01-9"]	54633105
131429356	BRD-K22957824-001-01-2		["BRD-K22957824-001-01-2"]	54633106
131429357	BRD-K27458941-001-01-4		["BRD-K27458941-001-01-4"]	54633107
131429358	BRD-K63787803-001-01-8		["BRD-K63787803-001-01-8"]	54633108
131429359	BRD-K94790210-001-01-2		["BRD-K94790210-001-01-2"]	54633109
131429360	BRD-K28720546-001-01-5		["BRD-K28720546-001-01-5"]	54633110
131429361	BRD-K54134201-001-01-2		["BRD-K54134201-001-01-2"]	54633111
131429362	BRD-K62909976-001-01-0		["BRD-K62909976-001-01-0"]	54633112
131429363	BRD-K72821236-001-01-1		["BRD-K72821236-001-01-1"]	54633113
131429364	BRD-K27302831-001-01-7		["BRD-K27302831-001-01-7"]	54633114
131429365	BRD-K26941844-001-01-8		["BRD-K26941844-001-01-8"]	54633115
131429366	BRD-K90872016-001-01-8		["BRD-K90872016-001-01-8"]	54633116
131429367	BRD-K32522654-001-01-7		["BRD-K32522654-001-01-7"]	54633117
131429368	BRD-K60337657-001-01-2		["BRD-K60337657-001-01-2"]	54633118
131429369	BRD-K07502463-001-01-1		["BRD-K07502463-001-01-1"]	54633119
131429370	BRD-K96651591-001-01-3		["BRD-K96651591-001-01-3"]	54633120
131429371	BRD-K28803288-001-01-1		["BRD-K28803288-001-01-1"]	54633121
131429372	BRD-K27331198-001-01-3		["BRD-K27331198-001-01-3"]	54633122
131429373	BRD-K19573822-001-01-4		["BRD-K19573822-001-01-4"]	54633123
131429374	BRD-K91516693-001-01-0		["BRD-K91516693-001-01-0"]	54633124
131429375	BRD-K79152256-001-01-9		["BRD-K79152256-001-01-9"]	54633125
131429376	BRD-K09373762-001-01-3		["BRD-K09373762-001-01-3"]	54633126
131429378	BRD-K79329532-001-01-9		["BRD-K79329532-001-01-9"]	54633128
131429379	BRD-K39692099-001-01-4		["BRD-K39692099-001-01-4"]	54633129
131429380	BRD-K70978931-001-01-9		["BRD-K70978931-001-01-9"]	54633130
131429381	BRD-K28912195-001-01-2		["BRD-K28912195-001-01-2"]	54633131
131429382	BRD-K47283018-001-01-0		["BRD-K47283018-001-01-0"]	54633132
131429383	BRD-K21253219-001-01-0		["BRD-K21253219-001-01-0"]	54633133
131429384	BRD-K50941255-001-01-9		["BRD-K50941255-001-01-9"]	54633134
131429385	BRD-K53308623-001-01-3		["BRD-K53308623-001-01-3"]	54633135
131429386	BRD-K35625946-001-01-3		["BRD-K35625946-001-01-3"]	54633136
131429387	BRD-K36531580-001-01-3		["BRD-K36531580-001-01-3"]	54633137
131429388	BRD-K33287655-001-01-5		["BRD-K33287655-001-01-5"]	54633138
131429389	BRD-K52566202-001-01-6		["BRD-K52566202-001-01-6"]	54633139
131429390	BRD-K51131084-001-01-3		["BRD-K51131084-001-01-3"]	54633140
131429391	BRD-K14645917-001-01-1		["BRD-K14645917-001-01-1"]	54633141
131429392	BRD-K82609503-001-01-4		["BRD-K82609503-001-01-4"]	54633142
131429393	BRD-K88996011-001-01-4		["BRD-K88996011-001-01-4"]	54633143
131429394	BRD-K89811208-001-01-7		["BRD-K89811208-001-01-7"]	54633144
131429395	BRD-K84094241-001-01-4		["BRD-K84094241-001-01-4"]	54633145
131429396	BRD-K04918285-001-01-8		["BRD-K04918285-001-01-8"]	54633146
131429397	BRD-K93956318-001-01-1		["BRD-K93956318-001-01-1"]	54633147
131429398	BRD-K24271020-001-01-8		["BRD-K24271020-001-01-8"]	54633148
131429399	BRD-K39571490-001-01-5		["BRD-K39571490-001-01-5"]	54633149
131429400	BRD-K29745629-001-01-1		["BRD-K29745629-001-01-1"]	54633150
131429402	BRD-K59709341-001-01-7		["BRD-K59709341-001-01-7"]	54633152
131429403	BRD-K66734120-001-01-3		["BRD-K66734120-001-01-3"]	54633153
131429404	BRD-K72501910-001-01-2		["BRD-K72501910-001-01-2"]	54633154
131429405	BRD-K87081444-001-01-3		["BRD-K87081444-001-01-3"]	54633155
131429406	BRD-K03440991-001-01-9		["BRD-K03440991-001-01-9"]	54633156
131429407	BRD-K73899967-001-01-1		["BRD-K73899967-001-01-1"]	54633157
131429408	BRD-K96144282-001-01-3		["BRD-K96144282-001-01-3"]	54633158
131429409	BRD-K54650634-001-01-4		["BRD-K54650634-001-01-4"]	54633159
131429410	BRD-K58310485-001-01-1		["BRD-K58310485-001-01-1"]	54633160
131429411	BRD-K48827674-001-01-8		["BRD-K48827674-001-01-8"]	54633161
131429412	BRD-K67211407-001-01-5		["BRD-K67211407-001-01-5"]	54633162
131429413	BRD-K07588901-001-01-0		["BRD-K07588901-001-01-0"]	54633163
131429414	BRD-K53443314-001-01-2		["BRD-K53443314-001-01-2"]	54633164
131429415	BRD-K77624847-001-01-5		["BRD-K77624847-001-01-5"]	54633165
131429416	BRD-K80467627-001-01-0		["BRD-K80467627-001-01-0"]	54633166
131429417	BRD-K54007898-001-01-8		["BRD-K54007898-001-01-8"]	54633167
131429418	BRD-K84073439-001-01-0		["BRD-K84073439-001-01-0"]	54633168
131429419	BRD-K86988191-001-01-5		["BRD-K86988191-001-01-5"]	54633169
131429420	BRD-K89931949-001-01-7		["BRD-K89931949-001-01-7"]	54633170
131429428	BRD-K94993773-001-01-1		["BRD-K94993773-001-01-1"]	54633178
131429429	BRD-K27754030-001-01-8		["BRD-K27754030-001-01-8"]	54633179
131429430	BRD-K48777375-001-01-7		["BRD-K48777375-001-01-7"]	54633180
131429431	BRD-K22189453-001-01-0		["BRD-K22189453-001-01-0"]	54633181
131429432	BRD-K25013674-001-01-2		["BRD-K25013674-001-01-2"]	54633182
131429433	BRD-K53094498-001-01-1		["BRD-K53094498-001-01-1"]	54633183
131429434	BRD-K12702054-001-01-5		["BRD-K12702054-001-01-5"]	54633184
131429435	BRD-K71755056-001-01-9		["BRD-K71755056-001-01-9"]	54633185
131429436	BRD-K73394628-001-01-4		["BRD-K73394628-001-01-4"]	54633186
131429437	BRD-K25642189-001-01-6		["BRD-K25642189-001-01-6"]	54633187
131429438	BRD-K75327442-001-01-6		["BRD-K75327442-001-01-6"]	54633188
131429440	BRD-K76539747-001-01-7		["BRD-K76539747-001-01-7"]	54633190
131429441	BRD-K95943192-001-01-8		["BRD-K95943192-001-01-8"]	54633191
131429442	BRD-K33283629-001-01-7		["BRD-K33283629-001-01-7"]	54633192
131429443	BRD-K59708864-001-01-6		["BRD-K59708864-001-01-6"]	54633193
131429444	BRD-K40248932-001-01-3		["BRD-K40248932-001-01-3"]	54633194
131429445	BRD-K52492854-001-01-6		["BRD-K52492854-001-01-6"]	54633195
131429446	BRD-K42367391-001-01-3		["BRD-K42367391-001-01-3"]	54633196
131429447	BRD-4664		["BRD-4664", "BRD-K06614664-001-01-2", "BRD4664"]	54633197
131429448	BRD-K54115231-001-01-5		["BRD-K54115231-001-01-5"]	54633198
131429449	BRD-K58883090-001-01-4		["BRD-K58883090-001-01-4"]	54633199
131429450	BRD-K53508363-001-01-2		["BRD-K53508363-001-01-2"]	54633200
131429451	BRD-K49570068-001-01-7		["BRD-K49570068-001-01-7"]	54633201
131429452	BRD-K71590663-001-01-5		["BRD-K71590663-001-01-5"]	54633202
131429453	BRD-K84233365-001-01-8		["BRD-K84233365-001-01-8"]	54633203
131429454	BRD-K02802091-001-01-0		["BRD-K02802091-001-01-0"]	54633204
131429455	BRD-K77417197-001-01-0		["BRD-K77417197-001-01-0"]	54633205
131429456	BRD-K82729862-001-01-5		["BRD-K82729862-001-01-5"]	54633206
131429457	BRD-K30418433-001-01-8		["BRD-K30418433-001-01-8"]	54633207
131429459	BRD-K44649335-001-01-1		["BRD-K44649335-001-01-1"]	54633209
131429462	BRD-K38955287-001-01-8		["BRD-K38955287-001-01-8"]	54633212
131429463	BRD-K77884956-001-01-2		["BRD-K77884956-001-01-2"]	54633213
131429464	BRD-K42016545-001-01-1		["BRD-K42016545-001-01-1"]	54633214
131429465	BRD-K63654001-001-01-0		["BRD-K63654001-001-01-0"]	54633215
131429466	BRD-K91003483-001-01-3		["BRD-K91003483-001-01-3"]	54633216
131429467	BRD-K86746660-001-01-9		["BRD-K86746660-001-01-9"]	54633217
131429468	BRD-K12064774-001-01-9		["BRD-K12064774-001-01-9"]	54633218
131429469	BRD-K92581247-001-01-4		["BRD-K92581247-001-01-4"]	54633219
131429470	BRD-K00530465-001-01-7		["BRD-K00530465-001-01-7"]	54633220
131429471	BRD-K41192699-001-01-5		["BRD-K41192699-001-01-5"]	54633221
131429472	BRD-K89805341-001-01-7		["BRD-K89805341-001-01-7"]	54633222
131429473	BRD-K92955882-001-01-0		["BRD-K92955882-001-01-0"]	54633223
131429474	BRD-K45819372-001-01-3		["BRD-K45819372-001-01-3"]	54633224
131429475	BRD-K30491662-001-01-7		["BRD-K30491662-001-01-7"]	54633225
131429476	BRD-K43431234-001-01-7		["BRD-K43431234-001-01-7"]	54633226
131429477	BRD-K92974694-001-01-9		["BRD-K92974694-001-01-9"]	54633227
131429478	BRD-K49908787-001-01-9		["BRD-K49908787-001-01-9"]	54633228
131429479	BRD-K29408413-001-01-6		["BRD-K29408413-001-01-6"]	54633229
131429480	BRD-K02681754-001-01-6		["BRD-K02681754-001-01-6"]	54633230
131429481	BRD-K69375224-001-01-7		["BRD-K69375224-001-01-7"]	54633231
131429482	BRD-K31720099-001-01-1		["BRD-K31720099-001-01-1"]	54633232
131429483	BRD-K89305325-001-01-8		["BRD-K89305325-001-01-8"]	54633233
131429484	BRD-K92484282-001-01-7		["BRD-K92484282-001-01-7"]	54633234
131429485	BRD-K43203897-001-01-8		["BRD-K43203897-001-01-8"]	54633235
131429486	BRD-K56426074-001-01-4		["BRD-K56426074-001-01-4"]	54633236
131429487	BRD-K51320582-001-01-9		["BRD-K51320582-001-01-9"]	54633237
131429488	BRD-K59821372-001-01-2		["BRD-K59821372-001-01-2"]	54633238
131429489	BRD-K53356402-001-01-9		["BRD-K53356402-001-01-9"]	54633239
131429490	BRD-K66883387-001-01-6		["BRD-K66883387-001-01-6"]	54633240
131429491	BRD-K03343162-001-01-8		["BRD-K03343162-001-01-8"]	54633241
131429492	BRD-K41410736-001-01-6		["BRD-K41410736-001-01-6"]	54633242
131429493	BRD-K00059671-001-01-7		["BRD-K00059671-001-01-7"]	54633243
131429494	BRD-K28122619-001-01-6		["BRD-K28122619-001-01-6"]	54633244
131429495	BRD-K67087027-001-01-9		["BRD-K67087027-001-01-9"]	54633245
131429496	BRD-K12411112-001-01-3		["BRD-K12411112-001-01-3"]	54633246
131429497	BRD-K97236134-001-01-6		["BRD-K97236134-001-01-6"]	54633247
131429498	BRD-K44007425-001-01-3		["BRD-K44007425-001-01-3"]	54633248
131429499	BRD-K04036799-001-01-8		["BRD-K04036799-001-01-8"]	54633249
131429500	BRD-K77697725-001-01-8		["BRD-K77697725-001-01-8"]	54633250
131429501	BRD-K75626008-001-01-7		["BRD-K75626008-001-01-7"]	54633251
131429502	BRD-K43611837-001-01-5		["BRD-K43611837-001-01-5"]	54633252
131429503	BRD-K27476515-001-01-2		["BRD-K27476515-001-01-2"]	54633253
131429504	BRD-K69922285-001-01-2		["BRD-K69922285-001-01-2"]	54633254
131429505	BRD-4008		["BRD-4008", "BRD-K65184008-001-01-9", "BRD4008"]	54633255
131429506	BRD-K94936556-001-01-3		["BRD-K94936556-001-01-3"]	54633256
131429507	BRD-K35429158-001-01-3		["BRD-K35429158-001-01-3"]	54633257
131429508	BRD-K84935293-001-01-5		["BRD-K84935293-001-01-5"]	54633258
131429509	BRD-K99638698-001-01-9		["BRD-K99638698-001-01-9"]	54633259
131429510	BRD-K32495578-001-01-9		["BRD-K32495578-001-01-9"]	54633260
131429511	BRD-K82107155-001-01-0		["BRD-K82107155-001-01-0"]	54633261
131429512	BRD-K05127596-001-01-9		["BRD-K05127596-001-01-9"]	54633262
131429513	BRD-K65933652-001-01-8		["BRD-K65933652-001-01-8"]	54633263
131429514	BRD-K06475437-001-01-4		["BRD-K06475437-001-01-4"]	54633264
131429515	BRD-K22661969-001-01-5		["BRD-K22661969-001-01-5"]	54633265
131429516	BRD-K81982648-001-01-2		["BRD-K81982648-001-01-2"]	54633266
131429517	BRD-K15930345-001-01-8		["BRD-K15930345-001-01-8"]	54633267
131429518	BRD-K33697018-001-01-7		["BRD-K33697018-001-01-7"]	54633268
131429519	BRD-K08359838-001-01-3		["BRD-K08359838-001-01-3"]	54633269
131429520	BRD-K28354175-001-01-1		["BRD-K28354175-001-01-1"]	54633270
131429521	BRD-K18253469-001-01-2		["BRD-K18253469-001-01-2"]	54633271
131429522	BRD-K77634878-001-01-6		["BRD-K77634878-001-01-6"]	54633272
131429523	BRD-K32118188-001-01-9		["BRD-K32118188-001-01-9"]	54633273
131429524	BRD-K06264262-001-01-2		["BRD-K06264262-001-01-2"]	54633274
131429525	BRD-K73166462-001-01-5		["BRD-K73166462-001-01-5"]	54633275
131429526	BRD-K30548577-001-01-8		["BRD-K30548577-001-01-8"]	54633276
131429527	BRD-K61274359-001-01-7		["BRD-K61274359-001-01-7"]	54633277
131429528	BRD-K73880067-001-01-0		["BRD-K73880067-001-01-0"]	54633278
131429529	BRD-K88498468-001-01-9		["BRD-K88498468-001-01-9"]	54633279
131429530	BRD-K62957665-001-01-5		["BRD-K62957665-001-01-5"]	54633280
131429531	BRD-K50367303-001-01-9		["BRD-K50367303-001-01-9"]	54633281
131429532	BRD-K68663367-001-01-4		["BRD-K68663367-001-01-4"]	54633282
131429533	BRD-K34804325-001-01-6		["BRD-K34804325-001-01-6"]	54633283
131429534	BRD-K37176385-001-01-3		["BRD-K37176385-001-01-3"]	54633284
131429535	BRD-K15478481-001-01-2		["BRD-K15478481-001-01-2"]	54633285
131429536	BRD-K14925361-001-01-8		["BRD-K14925361-001-01-8"]	54633286
131429537	BRD-K06784595-001-01-7		["BRD-K06784595-001-01-7"]	54633287
131429538	BRD-K78907463-001-01-6		["BRD-K78907463-001-01-6"]	54633288
131429539	BRD-K88119862-001-01-3		["BRD-K88119862-001-01-3"]	54633289
131429540	BRD-K60777422-001-01-3		["BRD-K60777422-001-01-3"]	54633290
131429541	BRD-K12397820-001-01-7		["BRD-K12397820-001-01-7"]	54633291
131429542	BRD-K87088675-001-01-8		["BRD-K87088675-001-01-8"]	54633292
131429543	BRD-K06029218-001-01-4		["BRD-K06029218-001-01-4"]	54633293
131429544	BRD-K41418032-001-01-0		["BRD-K41418032-001-01-0"]	54633294
131429545	BRD-K82064887-001-01-8		["BRD-K82064887-001-01-8"]	54633295
131429546	BRD-K92950328-001-01-3		["BRD-K92950328-001-01-3"]	54633296
131429547	BRD-K42871839-001-01-4		["BRD-K42871839-001-01-4"]	54633297
131429548	BRD-K41829399-001-01-5		["BRD-K41829399-001-01-5"]	54633298
131429549	BRD-K36104357-001-01-0		["BRD-K36104357-001-01-0"]	54633299
131429550	BRD-K37000177-001-01-7		["BRD-K37000177-001-01-7"]	54633300
131429551	BRD-K14250524-001-01-5		["BRD-K14250524-001-01-5"]	54633301
131429552	BRD-K92468187-001-01-6		["BRD-K92468187-001-01-6"]	54633302
131429553	BRD-K76400756-001-01-0		["BRD-K76400756-001-01-0"]	54633303
131429554	BRD-K90759274-001-01-4		["BRD-K90759274-001-01-4"]	54633304
131429555	BRD-K05015930-001-01-1		["BRD-K05015930-001-01-1"]	54633305
131429556	BRD-K45941986-001-01-3		["BRD-K45941986-001-01-3"]	54633306
131429557	BRD-K69077676-001-01-2		["BRD-K69077676-001-01-2"]	54633307
131429558	BRD-K75821161-001-01-7		["BRD-K75821161-001-01-7"]	54633308
131429559	BRD-K48634117-001-01-3		["BRD-K48634117-001-01-3"]	54633309
131429560	BRD-K76420749-001-01-8		["BRD-K76420749-001-01-8"]	54633310
131429561	BRD-K63950697-001-01-1		["BRD-K63950697-001-01-1"]	54633311
131429562	BRD-K43982279-001-01-5		["BRD-K43982279-001-01-5"]	54633312
131429563	BRD-K74892102-001-01-1		["BRD-K74892102-001-01-1"]	54633313
131429564	BRD-K31021810-001-01-2		["BRD-K31021810-001-01-2"]	54633314
131429565	BRD-K78697404-001-01-5		["BRD-K78697404-001-01-5"]	54633315
131429566	BRD-K73577714-001-01-9		["BRD-K73577714-001-01-9"]	54633316
131429567	BRD-K19161227-001-01-9		["BRD-K19161227-001-01-9"]	54633317
131429568	BRD-K62320774-001-01-4		["BRD-K62320774-001-01-4"]	54633318
131429569	BRD-K07624584-001-01-7		["BRD-K07624584-001-01-7"]	54633319
131429570	BRD-K91216645-001-01-6		["BRD-K91216645-001-01-6"]	54633320
131429571	BRD-K63008302-001-01-5		["BRD-K63008302-001-01-5"]	54633321
131429572	BRD-K07959057-001-01-5		["BRD-K07959057-001-01-5"]	54633322
131429573	BRD-K91795767-001-01-1		["BRD-K91795767-001-01-1"]	54633323
131429574	BRD-K72549552-001-01-4		["BRD-K72549552-001-01-4"]	54633324
131429575	BRD-K68995447-001-01-4		["BRD-K68995447-001-01-4"]	54633325
131429576	BRD-K57184082-001-01-8		["BRD-K57184082-001-01-8"]	54633326
131429577	BRD-K56783915-001-01-1		["BRD-K56783915-001-01-1"]	54633327
131429578	BRD-K71521842-001-01-4		["BRD-K71521842-001-01-4"]	54633328
131429579	BRD-K50058129-001-01-6		["BRD-K50058129-001-01-6"]	54633329
131429580	BRD-K92650579-001-01-5		["BRD-K92650579-001-01-5"]	54633330
131429581	BRD-K07336866-001-01-7		["BRD-K07336866-001-01-7"]	54633331
131429582	BRD-K83697352-001-01-0		["BRD-K83697352-001-01-0"]	54633332
131429583	BRD-K03057797-001-01-7		["BRD-K03057797-001-01-7"]	54633333
131429584	BRD-K45348630-001-01-1		["BRD-K45348630-001-01-1"]	54633334
131429585	BRD-K37625653-001-01-4		["BRD-K37625653-001-01-4"]	54633335
131429586	BRD-K63908919-001-01-1		["BRD-K63908919-001-01-1"]	54633336
131429587	BRD-K84551755-001-01-1		["BRD-K84551755-001-01-1"]	54633337
131429588	BRD-K36382446-001-01-5		["BRD-K36382446-001-01-5"]	54633338
131429589	BRD-K17259076-001-01-5		["BRD-K17259076-001-01-5"]	54633339
131429590	BRD-K51600962-001-01-4		["BRD-K51600962-001-01-4"]	54633340
131429591	BRD-K88179337-001-01-4		["BRD-K88179337-001-01-4"]	54633341
131429592	BRD-K46897949-001-01-2		["BRD-K46897949-001-01-2"]	54633342
131429593	BRD-K10820981-001-01-5		["BRD-K10820981-001-01-5"]	54633343
131429594	BRD-K43306617-001-01-8		["BRD-K43306617-001-01-8"]	54633344
131429595	BRD-K38519440-001-01-6		["BRD-K38519440-001-01-6"]	54633345
131429596	BRD-K76984291-001-01-5		["BRD-K76984291-001-01-5"]	54633346
131429597	BRD-K94845132-001-01-9		["BRD-K94845132-001-01-9"]	54633347
131429598	BRD-K27092365-001-01-8		["BRD-K27092365-001-01-8"]	54633348
131429600	BRD-K45642123-001-01-1		["BRD-K45642123-001-01-1"]	54633350
131429601	BRD-K86937728-001-01-4		["BRD-K86937728-001-01-4"]	53382704
131429602	BRD-K64001802-001-01-4		["BRD-K64001802-001-01-4"]	54633351
131429603	BRD-K24385654-001-01-9		["BRD-K24385654-001-01-9"]	54633352
131429604	BRD-K76910883-001-01-4		["BRD-K76910883-001-01-4"]	54633353
131429605	BRD-K76734722-001-01-3		["BRD-K76734722-001-01-3"]	54633354
131429606	BRD-K12778320-001-01-3		["BRD-K12778320-001-01-3"]	54633355
131429607	BRD-K12099407-001-01-0		["BRD-K12099407-001-01-0"]	54633356
131429608	BRD-K80803211-001-01-8		["BRD-K80803211-001-01-8"]	54633357
131429609	BRD-K17718789-001-01-8		["BRD-K17718789-001-01-8"]	54633358
131429610	BRD-K18211442-001-01-2		["BRD-K18211442-001-01-2"]	54633359
131429611	BRD-K63579322-001-01-1		["BRD-K63579322-001-01-1"]	54633360
131429612	BRD-K69238239-001-01-0		["BRD-K69238239-001-01-0"]	54633361
131429613	BRD-K65829768-001-01-9		["BRD-K65829768-001-01-9"]	54633362
